State,Agency Type,Agency,"Race/
Ethnicity/
Ancestry",Religion,"Sexual
orientation",Disability,Gender,"Gender
identity","1st
quarter","2nd
quarter","3rd
quarter","4th
quarter",Population
North Carolina,Metropolitan Counties,Pitt,5,0,0,0,0,0,1,3,1,0,
North Carolina,Metropolitan Counties,Union,2,1,0,1,0,0,2,1,1,0,
North Carolina,Metropolitan Counties,Wake,1,0,0,0,0,0,0,0,0,1,
North Carolina,Nonmetropolitan Counties,Ashe,0,1,0,0,0,0,0,1,0,0,
North Carolina,Nonmetropolitan Counties,Avery,0,2,0,0,0,0,0,1,1,0,
North Carolina,Nonmetropolitan Counties,Bertie,0,1,0,0,0,0,1,0,,,
North Carolina,Nonmetropolitan Counties,Carteret,1,0,0,0,0,0,0,1,0,0,
North Carolina,Nonmetropolitan Counties,Caswell,4,0,0,0,0,0,0,2,2,0,
North Carolina,Nonmetropolitan Counties,Dare,1,0,0,0,0,0,1,0,0,0,
North Carolina,Nonmetropolitan Counties,Duplin,0,1,0,0,0,0,0,1,,,
North Carolina,Nonmetropolitan Counties,Jackson,2,0,0,0,0,0,0,1,1,,
North Carolina,Nonmetropolitan Counties,Macon,1,1,0,0,0,0,1,0,0,1,
North Carolina,Nonmetropolitan Counties,McDowell,0,0,0,1,0,0,0,0,0,1,
North Carolina,Nonmetropolitan Counties,Moore,1,0,0,0,0,0,0,0,0,1,
North Carolina,Nonmetropolitan Counties,Robeson,2,0,0,0,0,0,0,0,1,1,
North Carolina,Nonmetropolitan Counties,Watauga,0,1,0,0,0,0,0,0,1,0,
North Carolina,Other Agencies,State Capitol Police,1,0,0,0,0,0,1,0,0,0,
North Carolina,Other Agencies,WakeMed Campus Police,2,0,0,0,0,0,1,1,0,0,
North Dakota,Cities ,Bowman,0,0,1,0,0,0,0,0,0,1,1604
North Dakota,Cities ,Fargo,1,1,0,0,0,0,0,0,1,1,127423
North Dakota,Cities ,Grand Forks,1,0,0,0,0,0,0,0,1,0,57459
North Dakota,Cities ,Mandan,2,0,0,0,0,0,1,1,0,0,23012
North Dakota,Cities ,Valley City,1,0,0,0,0,0,0,0,1,0,6351
North Dakota,Cities ,Williston,2,0,1,0,0,0,0,2,0,1,28966
North Dakota,Universities and Colleges,University of North Dakota,1,0,0,0,0,0,0,1,0,0,17646
North Dakota,Metropolitan Counties,Burleigh,1,0,0,0,0,0,0,0,1,0,
North Dakota,Metropolitan Counties,Grand Forks,3,0,0,0,0,0,1,1,1,0,
North Dakota,Nonmetropolitan Counties,McLean,1,0,0,0,0,0,0,1,0,0,
North Dakota,Nonmetropolitan Counties,Mountrail,1,0,0,0,0,0,0,0,1,0,
North Dakota,Nonmetropolitan Counties,Sargent,0,0,1,0,0,0,0,0,1,0,
Ohio,Cities ,Akron,1,0,0,2,0,0,2,0,1,0,197882
Ohio,Cities ,Alliance,1,0,0,0,0,0,1,0,0,0,21536
Ohio,Cities ,Archbold,0,0,1,0,0,0,0,0,1,0,4320
Ohio,Cities ,Ashland,0,0,1,0,0,0,0,0,0,1,20410
Ohio,Cities ,Barberton,1,0,0,2,0,0,1,0,2,0,26015
Ohio,Cities ,"Bath Township, Summit County",0,0,0,2,0,0,0,2,0,0,9659
Ohio,Cities ,Bay Village,0,0,0,1,0,0,0,0,1,0,15235
Ohio,Cities ,Beachwood,1,0,0,0,0,0,1,0,0,0,11612
Ohio,Cities ,Bexley,0,1,0,0,0,0,0,0,1,0,13956
Ohio,Cities ,Blanchester,1,0,0,0,0,0,1,0,0,0,4251
Ohio,Cities ,Blue Ash,1,0,0,0,0,0,0,0,0,1,12307
Ohio,Cities ,Butler Township,0,0,0,1,0,0,1,0,0,0,7819
Ohio,Cities ,Chillicothe,8,0,0,0,0,0,1,2,3,2,21670
Ohio,Cities ,Cincinnati,24,1,4,3,0,0,6,9,10,7,303335
Ohio,Cities ,Circleville,3,0,0,0,0,0,2,1,0,0,14025
Ohio,Cities ,Cleveland,20,7,7,4,4,3,5,2,10,28,381829
Ohio,Cities ,Colerain Township,2,0,0,0,0,0,0,0,2,0,59479
Ohio,Cities ,Columbiana,0,0,1,0,0,0,0,1,0,0,6209
Ohio,Cities ,Columbus,35,6,12,5,0,8,11,12,26,17,906120
Ohio,Cities ,Copley Township,0,0,1,1,0,0,0,1,1,0,17309
Ohio,Cities ,Dayton,6,0,1,0,0,0,3,2,1,1,140427
Ohio,Cities ,Defiance,1,0,0,0,0,3,0,1,1,2,16601
Ohio,Cities ,Delaware,1,0,1,0,0,0,1,0,1,0,40616
Ohio,Cities ,Delhi Township,1,0,0,0,0,0,1,0,0,0,29811
Ohio,Cities ,East Liverpool,1,0,0,0,0,0,0,1,0,0,10653
Ohio,Cities ,Eaton,0,0,0,0,1,0,0,0,1,0,8136
Ohio,Cities ,Elyria,3,0,1,0,0,0,0,0,2,2,53806
Ohio,Cities ,Englewood,0,0,0,1,0,0,0,0,1,0,13478
Ohio,Cities ,Fairfax,1,0,0,0,0,0,0,0,0,1,1710
Ohio,Cities ,Franklin,1,0,0,0,0,0,1,0,0,0,11675
Ohio,Cities ,Gahanna,3,0,0,0,0,0,1,1,1,0,35847
Ohio,Cities ,Germantown,1,0,0,0,0,0,1,0,0,0,5500
Ohio,Cities ,Grafton,0,0,0,0,1,0,0,1,0,0,5808
Ohio,Cities ,Grandview Heights,0,1,0,0,0,0,0,0,1,0,8581
Ohio,Cities ,Green Township,4,0,0,0,0,0,2,1,0,1,59273
Ohio,Cities ,Greenville,1,0,0,0,0,0,0,1,0,0,12629
Ohio,Cities ,Grove City,0,0,1,0,0,0,1,0,0,0,42423
Ohio,Cities ,Hamilton,3,0,0,0,0,1,2,0,2,0,62155
Ohio,Cities ,Heath,1,0,2,0,0,0,0,1,0,2,10933
Ohio,Cities ,Hilliard,3,0,0,0,0,0,3,0,0,0,37578
Ohio,Cities ,Huber Heights,2,1,0,2,0,0,0,1,3,1,38183
Ohio,Cities ,Hudson,1,0,0,1,0,0,1,1,0,0,22286
Ohio,Cities ,"Jackson Township, Stark County",2,0,0,0,0,0,0,1,1,0,40347
Ohio,Cities ,Lancaster,1,0,0,0,0,0,1,0,0,0,40622
Ohio,Cities ,Lebanon,0,0,0,0,0,1,1,0,0,0,20806
Ohio,Cities ,Lithopolis,0,0,1,0,0,0,0,0,1,0,1777
Ohio,Cities ,Lockland,1,0,0,0,0,0,0,0,0,1,3455
Ohio,Cities ,Logan,0,1,0,0,0,0,0,0,0,1,7039
Ohio,Cities ,Lorain,1,0,0,0,0,0,0,0,1,0,64022
Ohio,Cities ,Louisville,0,0,0,1,0,0,0,1,0,0,9329
Ohio,Cities ,Lyndhurst,0,0,0,1,0,0,0,1,0,0,13407
Ohio,Cities ,"Madison Township, Franklin County",0,0,0,3,0,0,1,2,0,0,19682
Ohio,Cities ,"Madison Township, Lake County",1,0,0,0,0,0,0,1,0,0,15646
Ohio,Cities ,Mansfield,2,0,1,0,0,0,0,1,1,1,46418
Ohio,Cities ,Mason,1,0,0,0,0,0,0,1,0,0,33939
Ohio,Cities ,Maumee,1,0,0,0,0,0,0,1,0,0,13656
Ohio,Cities ,Mayfield Heights,0,0,1,0,0,0,0,0,0,1,18519
Ohio,Cities ,Mentor-on-the-Lake,1,0,0,1,0,0,1,0,1,0,7400
Ohio,Cities ,"Miami Township, Montgomery County",0,0,1,0,0,0,0,0,1,0,29188
Ohio,Cities ,Miamisburg,2,0,0,0,0,0,0,0,1,1,19913
Ohio,Cities ,Middletown,7,1,3,3,0,0,3,3,6,2,48878
Ohio,Cities ,Moraine,2,0,0,0,0,0,1,1,0,0,6455
Ohio,Cities ,Mount Vernon,1,0,0,0,0,0,0,0,1,0,16663
Ohio,Cities ,Napoleon,2,0,0,0,0,0,1,0,1,0,8188
Ohio,Cities ,Nelsonville,1,0,0,0,0,0,0,1,0,0,5158
Ohio,Cities ,New Albany,0,1,0,0,0,0,0,0,1,0,11332
Ohio,Cities ,New Boston,1,0,0,0,0,0,1,0,0,0,2093
Ohio,Cities ,New Franklin,0,0,0,1,0,0,0,0,1,0,14162
Ohio,Cities ,New Knoxville,1,0,0,0,0,0,0,1,0,0,863
Ohio,Cities ,New Philadelphia,2,0,0,0,0,0,2,0,0,0,17434
Ohio,Cities ,North Baltimore,1,0,0,0,0,0,0,1,0,0,3557
Ohio,Cities ,North Canton,1,1,0,0,0,0,0,2,0,0,17251
Ohio,Cities ,Norton,0,0,1,0,0,0,0,1,0,0,12007
Ohio,Cities ,Norwood,0,0,0,0,0,1,0,1,0,,19922
Ohio,Cities ,Orrville,1,0,0,0,0,0,0,0,1,0,8461
Ohio,Cities ,Portsmouth,0,0,2,0,0,0,1,1,,,20353
Ohio,Cities ,Reading,1,0,0,0,0,0,1,0,0,0,10995
Ohio,Cities ,Riverside,0,0,0,1,0,0,0,0,1,0,25148
Ohio,Cities ,Rocky River,0,0,0,1,0,0,1,0,0,0,20105
Ohio,Cities ,Salem,0,0,0,2,0,0,1,0,1,0,11644
Ohio,Cities ,Shawnee Township,1,0,0,0,0,0,0,0,1,0,12056
Ohio,Cities ,Shelby,0,0,0,1,0,0,1,0,0,0,8997
Ohio,Cities ,"Springfield Township, Hamilton County",2,0,0,0,0,0,0,0,2,0,36696
Ohio,Cities ,Streetsboro,0,0,0,1,0,0,0,0,0,1,16561
Ohio,Cities ,Toledo,2,0,2,0,0,0,2,1,0,1,273505
Ohio,Cities ,Trotwood,2,0,0,0,0,1,0,0,2,1,24435
Ohio,Cities ,Upper Arlington,1,1,0,0,0,0,1,1,0,0,35754
Ohio,Cities ,Urbana,1,0,0,1,0,0,0,1,1,0,11309
Ohio,Cities ,Van Wert,1,0,0,0,0,0,0,1,0,0,10662
Ohio,Cities ,Wadsworth,0,0,2,0,0,0,1,0,1,0,24058
Ohio,Cities ,Wapakoneta,1,0,0,0,0,0,0,0,1,0,9717
Ohio,Cities ,Warren,1,0,0,0,0,0,0,0,1,0,38012
Ohio,Cities ,Waverly,0,1,0,0,0,0,0,0,0,1,4253
Ohio,Cities ,Weathersfield,0,0,0,1,0,0,0,1,0,0,8017
Ohio,Cities ,West Carrollton,1,0,0,0,0,0,0,0,0,1,12886
Ohio,Cities ,Whitehall,1,0,0,0,0,0,0,0,0,1,19121
Ohio,Cities ,Wilmington,3,0,0,0,0,0,2,0,0,1,12391
Ohio,Cities ,Wooster,1,0,0,2,0,0,0,1,1,1,26615
Ohio,Cities ,Worthington,1,0,0,0,1,0,1,1,0,0,14875
Ohio,Cities ,Youngstown,1,0,1,0,0,0,0,2,0,0,64722
Ohio,Cities ,Zanesville,3,0,4,1,0,0,0,2,3,3,25346
Ohio,Universities and Colleges,"Ohio State University, Columbus",2,1,0,0,0,0,0,0,0,3,64924
Ohio,Universities and Colleges,Otterbein University,0,0,1,0,0,0,1,0,0,0,3258
Ohio,Metropolitan Counties,Clermont,0,1,0,0,0,0,0,0,1,0,
Ohio,Metropolitan Counties,Cuyahoga,1,0,0,0,0,0,1,0,0,,
Ohio,Metropolitan Counties,Franklin,1,0,0,0,0,0,1,0,0,0,
Ohio,Metropolitan Counties,Geauga,1,0,0,0,0,0,0,0,1,0,
Ohio,Metropolitan Counties,Lawrence,0,0,1,0,0,0,0,1,0,0,
Ohio,Metropolitan Counties,Lorain,0,0,0,0,0,1,0,0,1,0,
Ohio,Metropolitan Counties,Lucas,3,0,0,0,0,0,0,0,1,2,
Ohio,Metropolitan Counties,Medina,1,0,0,0,0,0,0,0,0,1,
Ohio,Metropolitan Counties,Miami,1,0,0,0,0,0,0,1,0,0,
Ohio,Metropolitan Counties,Montgomery,3,0,0,0,0,1,2,1,1,0,
Ohio,Metropolitan Counties,Summit,1,0,1,0,0,0,1,0,1,0,
Ohio,Metropolitan Counties,Union,1,0,0,0,0,0,0,1,0,0,
Ohio,Nonmetropolitan Counties,Champaign,1,0,0,2,0,0,1,0,0,2,
Ohio,Nonmetropolitan Counties,Columbiana,0,0,0,4,0,0,0,3,1,0,
Ohio,Nonmetropolitan Counties,Coshocton,1,1,0,0,0,0,0,1,0,1,
Ohio,Nonmetropolitan Counties,Defiance,0,0,1,0,0,0,0,0,1,0,
Ohio,Nonmetropolitan Counties,Hancock,0,1,0,0,0,0,0,0,0,1,
Ohio,Nonmetropolitan Counties,Hardin,0,1,0,1,0,0,2,0,0,0,
Ohio,Nonmetropolitan Counties,Highland,0,0,1,0,0,0,0,0,1,0,
Ohio,Nonmetropolitan Counties,Knox,2,1,0,0,0,0,1,0,1,1,
Ohio,Nonmetropolitan Counties,Logan,0,0,1,0,0,0,0,1,0,0,
Ohio,Nonmetropolitan Counties,Morgan,1,0,0,0,0,0,1,0,0,0,
Ohio,Nonmetropolitan Counties,Ross,2,0,0,0,0,0,1,0,1,0,
Ohio,Nonmetropolitan Counties,Tuscarawas,1,1,0,0,0,1,0,0,2,1,
Ohio,Nonmetropolitan Counties,Vinton,1,0,0,0,0,0,1,0,0,0,
Ohio,Nonmetropolitan Counties,Washington,0,0,0,1,0,0,0,0,0,1,
Ohio,Nonmetropolitan Counties,Wayne,2,0,0,0,0,0,0,0,2,0,
Ohio,State Police Agencies,Ohio State Highway Patrol,0,0,0,1,0,0,0,1,0,0,
Ohio,Other Agencies,Cleveland Metropolitan Park District,1,0,0,0,0,1,0,2,0,0,
Ohio,Other Agencies,Greater Cleveland Regional Transit Authority,0,0,0,0,0,1,0,1,0,0,
Ohio,Other Agencies,Ohio Department of Natural Resources,0,0,2,0,0,0,0,1,1,0,
Oklahoma,Cities ,Chickasha,0,0,1,0,0,0,1,0,0,0,16395
Oklahoma,Cities ,Collinsville,0,0,1,0,0,0,0,0,0,1,7271
Oklahoma,Cities ,Cushing,1,0,0,0,0,0,0,1,0,0,7639
Oklahoma,Cities ,McAlester,0,1,0,0,0,0,0,0,1,0,17840
Oklahoma,Cities ,Noble,0,1,0,0,0,0,1,0,0,0,6922
Oklahoma,Cities ,Norman,1,1,0,0,0,0,1,0,1,0,125076
Oklahoma,Cities ,Oklahoma City,3,0,0,0,0,0,2,0,1,0,657890
Oklahoma,Cities ,Pawnee,1,0,0,0,0,0,1,0,0,0,2107
Oklahoma,Cities ,Sallisaw,1,0,0,0,0,0,0,0,1,0,8391
Oklahoma,Cities ,Sulphur,0,0,1,0,0,0,1,0,0,0,5028
Oklahoma,Cities ,Tulsa,1,0,2,0,0,0,1,0,2,0,401700
Oklahoma,Cities ,West Siloam Springs,1,0,0,0,0,0,0,0,1,0,870
Oklahoma,Cities ,Wewoka,1,0,0,0,0,0,1,0,0,0,3252
Oklahoma,Universities and Colleges,Northeastern Oklahoma A&M College,0,0,1,0,0,0,0,0,0,1,2663
Oklahoma,Metropolitan Counties,Creek,0,1,0,0,0,0,0,0,1,0,
Oklahoma,Metropolitan Counties,Logan,2,0,0,0,0,0,0,1,1,0,
Oklahoma,Metropolitan Counties,Wagoner,0,0,1,0,0,0,0,0,0,1,
Oklahoma,Nonmetropolitan Counties,Craig,0,0,0,1,0,0,0,0,1,0,
Oklahoma,Nonmetropolitan Counties,Garvin,1,0,0,0,0,0,0,1,0,0,
Oklahoma,Nonmetropolitan Counties,Major,0,1,0,0,0,0,0,1,0,0,
Oklahoma,Nonmetropolitan Counties,Roger Mills,1,0,0,0,0,0,0,0,0,1,
Oklahoma,Nonmetropolitan Counties,Washita,0,0,1,0,0,0,0,1,0,0,
Oregon,Cities ,Astoria,1,0,0,0,0,0,0,0,1,0,10040
Oregon,Cities ,Baker City,1,0,0,0,0,0,1,0,0,0,9750
Oregon,Cities ,Beaverton,1,1,1,0,0,0,1,0,0,1,100130
Oregon,Cities ,Bend,4,4,0,0,0,0,2,2,3,1,100588
Oregon,Cities ,Canby,1,0,1,0,0,0,0,0,1,1,17962
Oregon,Cities ,Central Point,1,1,0,0,0,0,1,0,0,1,18753
Oregon,Cities ,Coos Bay,3,0,0,0,0,0,2,0,0,1,16471
Oregon,Cities ,Corvallis,1,0,0,0,0,0,0,1,0,0,59196
Oregon,Cities ,Cottage Grove,0,0,1,0,0,0,0,0,1,0,10437
Oregon,Cities ,Eugene,28,10,2,0,1,1,4,13,13,12,173183
Oregon,Cities ,Forest Grove,1,0,1,0,0,0,0,0,1,1,25063
Oregon,Cities ,Gladstone,2,0,1,0,0,0,0,1,1,1,12340
Oregon,Cities ,Gresham,1,0,0,0,0,0,0,0,1,0,110692
Oregon,Cities ,Hermiston,1,1,0,0,0,0,0,1,0,1,17780
Oregon,Cities ,Hillsboro,5,0,5,0,0,1,3,2,2,2,110549
Oregon,Cities ,Hood River,1,0,0,0,0,0,1,0,0,0,7876
Oregon,Cities ,Klamath Falls,1,0,0,0,0,0,0,0,1,0,22447
Oregon,Cities ,La Grande,0,0,1,0,0,0,1,0,0,0,13294
Oregon,Cities ,Lake Oswego,1,0,0,0,0,0,0,1,0,0,39888
Oregon,Cities ,Madras,1,0,0,0,0,0,0,0,0,1,7028
Oregon,Cities ,McMinnville,1,0,0,0,0,0,0,0,0,1,34935
Oregon,Cities ,Medford,1,0,0,0,0,0,1,0,0,0,83316
Oregon,Cities ,Milwaukie,0,0,1,0,0,0,0,1,0,0,21075
Oregon,Cities ,Myrtle Creek,0,1,0,0,0,0,0,0,0,1,3508
Oregon,Cities ,North Bend,1,1,1,1,0,0,1,1,1,1,9775
Oregon,Cities ,Ontario,1,0,0,0,0,0,0,0,0,1,11044
Oregon,Cities ,Oregon City,3,0,0,0,0,0,2,0,1,0,37723
Oregon,Cities ,Portland,23,4,5,0,1,3,6,6,10,11,662114
Oregon,Cities ,Redmond,1,0,0,0,0,0,0,0,0,1,31558
Oregon,Cities ,Salem,1,0,0,1,0,1,0,0,0,3,175867
Oregon,Cities ,Sherwood,1,0,0,0,0,0,0,0,0,1,19865
Oregon,Cities ,Springfield,1,0,0,0,0,0,1,0,0,0,63438
Oregon,Cities ,St. Helens,1,0,0,0,0,0,0,0,1,0,13900
Oregon,Cities ,Tigard,3,1,2,0,0,0,1,3,0,2,55621
Oregon,Cities ,Tualatin,2,0,0,0,0,0,0,0,1,1,27788
Oregon,Cities ,West Linn,1,0,0,0,0,0,0,1,0,0,26962
Oregon,Universities and Colleges,Portland State University,1,0,0,0,0,0,0,1,0,,35257
Oregon,Universities and Colleges,University of Oregon,0,2,0,0,0,0,2,0,,,25640
Oregon,Metropolitan Counties,Clackamas,9,2,1,0,0,0,2,5,2,2,
Oregon,Metropolitan Counties,Jackson,1,0,0,0,0,0,0,0,1,0,
Oregon,Metropolitan Counties,Washington,2,0,1,0,0,0,0,0,2,1,
Oregon,Nonmetropolitan Counties,Coos,6,0,1,0,0,0,4,2,0,1,
Oregon,Nonmetropolitan Counties,Jefferson,1,0,0,0,0,0,0,0,0,1,
Oregon,Nonmetropolitan Counties,Lincoln,0,1,0,0,0,0,0,0,1,0,
Oregon,Nonmetropolitan Counties,Umatilla,0,0,1,0,0,0,1,0,0,0,
Oregon,State Police Agencies,"State Police, Marion County",0,0,1,0,0,0,1,0,0,0,
Pennsylvania,Cities ,East Pennsboro Township,0,1,0,0,0,0,0,1,0,,21549
Pennsylvania,Cities ,Forest City,1,0,0,0,0,0,,0,1,0,1741
Pennsylvania,Cities ,Hampden Township,1,0,0,0,0,0,0,1,0,,30861
Pennsylvania,Cities ,Johnstown,2,0,0,0,0,0,,0,2,0,20663
Pennsylvania,Cities ,Kenhorst,2,0,0,0,0,0,,0,0,2,2888
Pennsylvania,Cities ,Philadelphia,7,4,1,0,0,0,1,7,2,2,1589014
Pennsylvania,Cities ,Pittsburgh,5,2,3,0,0,0,0,3,5,2,300548
Pennsylvania,Cities ,Reading,3,0,0,0,0,0,,0,3,,88549
Pennsylvania,Cities ,Rush Township,1,0,0,0,0,0,0,1,,,3254
Pennsylvania,Cities ,Westtown-East Goshen Regional,0,1,0,0,0,0,,0,1,0,32366
Pennsylvania,Universities and Colleges,"Pennsylvania State University, University Park",2,0,0,0,0,0,0,0,2,,50426
Pennsylvania,Universities and Colleges,Shippensburg University,2,0,0,0,0,0,,0,2,0,7345
Pennsylvania,State Police Agencies,Bradford County,0,1,0,0,0,0,,0,1,0,
Pennsylvania,State Police Agencies,Chester County,1,0,0,0,0,0,,0,1,,
Pennsylvania,State Police Agencies,Venango County,1,0,0,0,0,0,,0,1,0,
Rhode Island,Cities ,Barrington,1,0,0,0,0,0,0,1,0,0,16090
Rhode Island,Cities ,Central Falls,0,0,1,0,0,0,0,0,1,0,19423
Rhode Island,Cities ,Cranston,0,1,0,0,0,0,0,0,0,1,81471
Rhode Island,Cities ,Cumberland,1,0,0,0,0,0,0,0,1,0,35206
Rhode Island,Cities ,East Greenwich,0,1,0,0,0,0,0,1,0,0,13119
Rhode Island,Cities ,East Providence,0,1,0,0,0,0,0,1,0,0,47590
Rhode Island,Cities ,Johnston,1,0,0,0,0,0,0,0,1,0,29424
Rhode Island,Cities ,Pawtucket,0,0,2,0,0,0,1,1,0,0,72030
Rhode Island,Cities ,Providence,1,2,1,0,0,0,1,3,0,0,179762
Rhode Island,Universities and Colleges,Brown University,0,0,4,0,0,0,1,0,0,3,10694
South Carolina,Cities ,Bluffton,1,1,0,0,0,0,0,1,0,1,24812
South Carolina,Cities ,Calhoun Falls,1,0,0,0,0,0,1,0,0,0,1912
South Carolina,Cities ,Charleston,1,1,2,0,0,0,2,2,0,0,138254
South Carolina,Cities ,Clio,1,0,0,0,0,0,0,0,1,0,660
South Carolina,Cities ,Darlington,0,0,1,0,0,0,1,0,0,0,5886
South Carolina,Cities ,Florence,2,0,0,0,0,0,1,0,1,0,37640
South Carolina,Cities ,Gaffney,1,0,0,0,0,0,0,1,0,0,12528
South Carolina,Cities ,Greenville,1,0,1,0,0,0,0,0,1,1,69830
South Carolina,Cities ,Hartsville,0,0,0,0,1,0,0,0,0,1,7524
South Carolina,Cities ,Inman,1,0,0,0,0,0,0,0,1,0,2404
South Carolina,Cities ,Lake View,1,0,0,0,0,0,0,0,1,,755
South Carolina,Cities ,McColl,0,0,0,0,1,0,0,1,0,0,1981
South Carolina,Cities ,Myrtle Beach,1,0,0,0,0,0,1,0,0,0,34860
South Carolina,Cities ,North Myrtle Beach,1,1,0,0,0,0,0,0,2,0,16942
South Carolina,Cities ,Pamplico,1,0,0,0,0,0,1,0,0,0,1221
South Carolina,Cities ,Rock Hill,2,0,1,1,0,0,2,0,0,2,75342
South Carolina,Cities ,Springdale,1,0,0,0,0,0,0,0,0,1,2753
South Carolina,Cities ,St. Matthews,1,0,0,0,0,0,0,1,0,0,1900
South Carolina,Cities ,Summerville,1,1,0,0,0,0,1,0,1,0,52886
South Carolina,Cities ,Williston,1,0,0,0,0,0,1,0,0,0,2907
South Carolina,Cities ,York,1,0,0,0,0,0,1,0,0,0,8294
South Carolina,Universities and Colleges,Medical University of South Carolina,1,0,0,0,0,0,0,1,0,0,3421
South Carolina,Universities and Colleges,The Citadel,0,0,0,0,1,0,0,0,0,1,4305
South Carolina,Metropolitan Counties,Beaufort,1,0,0,0,0,1,1,0,0,1,
South Carolina,Metropolitan Counties,Berkeley,2,9,0,0,0,0,0,1,1,9,
South Carolina,Metropolitan Counties,Charleston,1,1,0,0,0,0,0,0,1,1,
South Carolina,Metropolitan Counties,Greenville,1,0,0,0,0,0,0,0,1,0,
South Carolina,Metropolitan Counties,Lexington,0,0,1,0,0,0,1,0,0,0,
South Carolina,Metropolitan Counties,Pickens,1,0,0,0,0,0,0,0,1,0,
South Carolina,Metropolitan Counties,Spartanburg,3,3,0,0,0,0,2,1,1,2,
South Carolina,Nonmetropolitan Counties,Bamberg,0,2,0,0,0,0,0,0,1,1,
South Carolina,Nonmetropolitan Counties,Colleton,2,0,1,0,0,0,0,2,0,1,
South Carolina,Nonmetropolitan Counties,Dillon,1,0,0,0,0,0,0,0,1,0,
South Carolina,Nonmetropolitan Counties,Greenwood,0,1,0,0,0,0,1,0,0,0,
South Carolina,Nonmetropolitan Counties,Marlboro,1,0,0,0,0,0,0,0,1,0,
South Carolina,Nonmetropolitan Counties,Orangeburg,2,0,0,0,0,0,0,0,0,2,
South Dakota,Cities ,Box Elder,1,0,0,0,0,0,1,0,0,0,10077
South Dakota,Cities ,Flandreau,0,1,0,0,0,0,0,0,1,0,2323
South Dakota,Cities ,Huron,1,0,0,0,0,0,1,0,0,0,13840
South Dakota,Cities ,Martin,1,0,0,0,0,0,0,0,0,1,1071
South Dakota,Cities ,Mitchell,0,0,1,0,0,0,0,1,0,0,15733
South Dakota,Cities ,Rapid City,1,0,0,0,0,0,0,1,0,0,76343
South Dakota,Cities ,Sioux Falls,3,2,2,0,0,0,1,1,2,3,185628
South Dakota,Cities ,Tea,1,0,0,0,0,0,0,0,0,1,5898
South Dakota,Cities ,Watertown,1,0,0,0,0,0,0,1,0,0,22233
South Dakota,Metropolitan Counties,Pennington,1,0,1,0,0,0,1,1,0,0,
South Dakota,Nonmetropolitan Counties,Brown,1,0,0,0,0,0,0,1,0,0,
South Dakota,Nonmetropolitan Counties,Stanley,1,0,0,0,0,0,0,0,1,0,
South Dakota,Nonmetropolitan Counties,Walworth,1,0,0,0,0,0,0,0,1,0,
Tennessee,Cities ,Centerville,1,0,0,0,0,0,0,0,1,0,3564
Tennessee,Cities ,Cleveland,7,0,0,0,0,0,2,2,2,1,45453
Tennessee,Cities ,Collierville,1,0,0,0,0,0,0,0,0,1,51273
Tennessee,Cities ,Cookeville,0,0,0,0,1,0,0,1,0,0,34373
Tennessee,Cities ,Covington,1,0,0,1,0,0,0,0,2,0,8755
Tennessee,Cities ,Goodlettsville,1,0,0,0,0,0,0,0,0,1,16976
Tennessee,Cities ,Greeneville,1,0,0,0,0,0,0,0,1,0,14881
Tennessee,Cities ,Kingsport,0,1,1,0,0,0,0,0,0,2,54218
Tennessee,Cities ,Knoxville,3,2,2,0,0,0,0,3,1,3,188666
Tennessee,Cities ,Lebanon,4,0,0,0,0,0,0,2,1,1,36337
Tennessee,Cities ,Livingston,0,1,0,0,0,0,0,1,0,0,4014
Tennessee,Cities ,Maryville,1,0,0,0,0,0,0,0,1,0,29415
Tennessee,Cities ,Memphis,4,0,1,0,0,0,0,2,1,2,650410
Tennessee,Cities ,Metropolitan Nashville Police Department,3,2,1,0,0,0,2,2,2,0,687361
Tennessee,Cities ,Milan,1,0,0,0,0,0,0,0,0,1,7613
Tennessee,Cities ,Morristown,2,0,0,0,0,0,0,0,2,0,30044
Tennessee,Cities ,Mountain City,1,0,0,0,0,0,0,1,0,0,2407
Tennessee,Cities ,Munford,0,1,0,0,0,0,1,0,0,0,6083
Tennessee,Cities ,Murfreesboro,0,0,1,0,0,0,0,1,0,0,145929
Tennessee,Cities ,Newbern,1,0,0,0,0,0,0,0,1,0,3312
Tennessee,Cities ,Pigeon Forge,2,0,0,0,0,0,0,1,1,0,6383
Tennessee,Cities ,Spring Hill,2,0,0,0,0,0,0,1,0,1,43303
Tennessee,Cities ,Springfield,1,1,0,0,0,0,0,2,0,0,17022
Tennessee,Cities ,White House,1,0,0,0,0,0,1,0,0,0,12822
Tennessee,Universities and Colleges,Tennessee Technological University,0,0,1,0,0,0,0,1,0,0,11451
Tennessee,Metropolitan Counties,Anderson,0,0,1,0,0,0,0,0,1,0,
Tennessee,Metropolitan Counties,Blount,3,1,0,0,0,1,2,0,2,1,
Tennessee,Metropolitan Counties,Bradley,2,0,1,0,0,0,0,3,0,0,
Tennessee,Metropolitan Counties,Dickson,1,0,0,0,0,0,0,1,0,0,
Tennessee,Metropolitan Counties,Knox,3,0,0,0,0,0,0,0,0,3,
Tennessee,Metropolitan Counties,Montgomery,1,0,0,0,0,0,1,0,0,0,
Tennessee,Metropolitan Counties,Roane,1,0,0,0,0,0,0,1,0,0,
Tennessee,Metropolitan Counties,Sullivan,1,2,0,0,0,0,0,0,1,2,
